node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
19,6,0,0.6212121212121212,0.00169701905128,0.0151417525773195,0.2966360856269113,0.3333333333333333,Benin,incoming,Laos–Gabon Non-Aligned
35,6,0,0.6212121212121212,0.0023760200030126,0.0128865979381443,0.2957317073170731,0.3333333333333333,Cameroon,incoming,Laos–Gabon Non-Aligned
168,6,0,0.6212121212121212,0.0106398905456699,0.0788330810560192,0.3632958801498127,0.3333333333333333,Chad,incoming,Laos–Gabon Non-Aligned
31,7,0,0.6212121212121212,0.0018733916962058,0.0052799255441008,0.2844574780058651,0.3333333333333333,Congo - Brazzaville,incoming,Laos–Gabon Non-Aligned
160,7,0,0.6212121212121212,0.0038065688200478,0.0062822164948453,0.3180327868852459,0.3333333333333333,Senegal,incoming,Laos–Gabon Non-Aligned
30,8,0,0.6212121212121212,0.0032806328962277,0.0035351210931107,0.3099041533546325,0.3333333333333333,Central African Republic,incoming,Laos–Gabon Non-Aligned
33,8,0,0.6212121212121212,0.0033908026965555,0.0014855383734249,0.278735632183908,0.3333333333333333,Côte d’Ivoire,incoming,Laos–Gabon Non-Aligned
113,8,0,0.6212121212121212,0.0033850711070457,0.0020224799541809,0.278735632183908,0.3333333333333333,Madagascar,incoming,Laos–Gabon Non-Aligned
128,8,0,0.6212121212121212,0.0033521200680901,0.001476845033546,0.2878338278931751,0.3333333333333333,Niger,incoming,Laos–Gabon Non-Aligned
61,9,0,0.6212121212121212,0.0034788617266477,0.0040541646211749,0.3108974358974359,0.3333333333333333,Gabon,incoming,Laos–Gabon Non-Aligned
79,9,0,0.6212121212121212,0.0031841920099622,0.1188567064855724,0.3415492957746479,0.0,Israel,,Laos–Gabon Non-Aligned
98,11,0,0.6212121212121212,0.0173676998099442,0.0747161880216004,0.3403508771929824,0.3333333333333333,Laos,incoming,Laos–Gabon Non-Aligned
2,6,1,0.2991452991452991,0.1354540416936209,0.0014174901320519,0.2948328267477204,0.0,Afghanistan,,Somalia–Nigeria Non-Aligned
40,6,1,0.2991452991452991,0.1304159189347921,0.0369272623138602,0.354014598540146,0.0,Cuba,,Somalia–Nigeria Non-Aligned
53,6,1,0.2991452991452991,0.1217480091847421,0.0007003159354963,0.2779369627507163,0.0,Egypt,,Somalia–Nigeria Non-Aligned
56,6,1,0.2991452991452991,0.1326991774585028,0.0063896048109965,0.3129032258064516,0.0,Ethiopia,,Somalia–Nigeria Non-Aligned
81,6,1,0.2991452991452991,0.1291604269221359,0.0052620274914089,0.2930513595166163,0.6666666666666666,Iraq,,Somalia–Nigeria Non-Aligned
103,6,1,0.2991452991452991,0.0730258932557251,0.0,0.3415492957746479,0.0,Liberia,,Somalia–Nigeria Non-Aligned
109,6,1,0.2991452991452991,0.1437528333729722,0.0,0.2939393939393939,0.3333333333333333,Morocco,incoming,Somalia–Nigeria Non-Aligned
125,6,1,0.2991452991452991,0.0547295356289383,0.0683526632302405,0.3368055555555556,0.3333333333333333,Malaysia,incoming,Somalia–Nigeria Non-Aligned
133,6,1,0.2991452991452991,0.1158546792741576,0.0009664948453608,0.2904191616766467,0.3333333333333333,Nepal,incoming,Somalia–Nigeria Non-Aligned
193,6,1,0.2991452991452991,0.1463543487613252,0.0002147766323024,0.2975460122699386,0.0,Yugoslavia,,Somalia–Nigeria Non-Aligned
65,7,1,0.2991452991452991,0.1463637741766483,0.0028135382420176,0.2984615384615384,0.3333333333333333,Ghana,incoming,Somalia–Nigeria Non-Aligned
86,7,1,0.2991452991452991,0.1118146539216459,0.0001073883161512,0.2975460122699386,0.3333333333333333,Jordan,incoming,Somalia–Nigeria Non-Aligned
102,7,1,0.2991452991452991,0.1347438793740804,0.0019329896907216,0.3099041533546325,0.3333333333333333,Sri Lanka,incoming,Somalia–Nigeria Non-Aligned
