node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
707,6,0,0.1502732240437158,0.0250054881609031,0.0007857223097942,0.2949286065977351,0.3333333333333333,Team_00#707,outandin,Team_00
51,7,0,0.1502732240437158,0.0314355339775558,0.0005147148221743,0.2871524448705657,0.0,Team_00#51,outgoing,Team_00
420,7,0,0.1502732240437158,0.025818209317617,0.0008063072850643,0.2962413452027695,0.0,Team_00#420,outgoing,Team_00
531,7,0,0.1502732240437158,0.0241713938404654,0.0027854730043499,0.3016112789526687,0.0,Team_00#531,outgoing,Team_00
52,8,0,0.1502732240437158,0.0289176798667093,0.0009242796959124,0.2909179213210296,0.0,Team_00#52,outgoing,Team_00
693,8,0,0.1502732240437158,0.026668024758519,0.0036547680309918,0.2923377257198633,0.3333333333333333,Team_00#693,outandin,Team_00
115,9,0,0.1502732240437158,0.0329768241556901,0.0011903659006585,0.2931962799804209,0.0,Team_00#115,outgoing,Team_00
229,9,0,0.1502732240437158,0.0382879482081262,0.0014436263665695,0.2959486166007905,0.0,Team_00#229,outgoing,Team_00
264,9,0,0.1502732240437158,0.0301787043385773,0.0032711337154897,0.3144356955380577,0.0,Team_00#264,outgoing,Team_00
289,9,0,0.1502732240437158,0.0415065512064662,0.0011060454919978,0.2956564659427443,0.0,Team_00#289,outgoing,Team_00
367,9,0,0.1502732240437158,0.0316559225481625,0.0057309331939907,0.309400826446281,0.0,Team_00#367,outgoing,Team_00
423,9,0,0.1502732240437158,0.0407158240126067,0.0018787199368758,0.3028311425682508,0.0,Team_00#423,outgoing,Team_00
573,9,0,0.1502732240437158,0.0407235192269012,0.0010719569832787,0.2987531172069825,0.0,Team_00#573,outgoing,Team_00
581,9,0,0.1502732240437158,0.0296699258906898,0.0050202915302179,0.3087628865979381,0.0,Team_00#581,outgoing,Team_00
681,9,0,0.1502732240437158,0.0318354977426905,0.0032535641978084,0.3053007135575943,0.3333333333333333,Team_00#681,outgoing,Team_00
