node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
67,7,0,0.1578947368421052,0.0250636545947262,0.0009414236560724,0.2916256157635468,0.0,Team_00#67,stable,Team_00
581,7,0,0.1578947368421052,0.0293630711088196,0.0011372166977988,0.2920572274296991,0.0,Team_00#581,stable,Team_00
115,8,0,0.1578947368421052,0.0355916509854332,0.0009005527115373,0.2965931863727455,0.0,Team_00#115,stable,Team_00
125,8,0,0.1578947368421052,0.0257369800095465,0.0010649832164537,0.2865440464666021,0.0,Team_00#125,stable,Team_00
177,8,0,0.1578947368421052,0.0292184902856147,0.0014387169512774,0.2970396387355745,0.0,Team_00#177,stable,Team_00
158,9,0,0.1578947368421052,0.0298457625402399,0.0017051344689379,0.3008130081300813,0.0,Team_00#158,stable,Team_00
264,9,0,0.1578947368421052,0.0292715810426774,0.0019990688675184,0.2904808635917566,0.0,Team_00#264,stable,Team_00
289,9,0,0.1578947368421052,0.0293752670884635,0.0028540751928053,0.3053120165033522,0.0,Team_00#289,stable,Team_00
516,9,0,0.1578947368421052,0.0469739270286115,0.0010721188564385,0.3133933298041291,0.0,Team_00#516,stable,Team_00
519,9,0,0.1578947368421052,0.0338856461826932,0.0023905814292461,0.2927794263105835,0.3333333333333333,Team_00#519,outgoing,Team_00
531,9,0,0.1578947368421052,0.0326057334465069,0.004443384715329,0.3142250530785562,0.0,Team_00#531,stable,Team_00
51,10,0,0.1578947368421052,0.0363996959413373,0.0042019973236679,0.3133933298041291,0.0,Team_00#51,stable,Team_00
52,10,0,0.1578947368421052,0.0334563554288222,0.0025045015840855,0.2977867203219316,0.0,Team_00#52,stable,Team_00
91,10,0,0.1578947368421052,0.0360646246417405,0.0049230493354118,0.3137254901960784,0.0,Team_00#91,stable,Team_00
175,10,0,0.1578947368421052,0.0334097139542693,0.0063064670916303,0.317426273458445,0.0,Team_00#175,stable,Team_00
201,10,0,0.1578947368421052,0.0283449765846553,0.0024472994257428,0.3043701799485861,0.0,Team_00#201,stable,Team_00
217,10,0,0.1578947368421052,0.0364667298495525,0.0028054347568767,0.309299895506792,0.0,Team_00#217,stable,Team_00
227,10,0,0.1578947368421052,0.0415684116342194,0.0041269738830061,0.3198271204754186,0.0,Team_00#227,stable,Team_00
297,10,0,0.1578947368421052,0.0385960126109009,0.001146452151952,0.3070539419087137,0.0,Team_00#297,stable,Team_00
475,10,0,0.1578947368421052,0.0340210233972963,0.0039649550304344,0.3084940072954664,0.0,Team_00#475,stable,Team_00
638,10,0,0.1578947368421052,0.0349689932543822,0.0032044772899821,0.3025038323965253,0.3333333333333333,Team_00#638,incoming,Team_00
13,11,0,0.1578947368421052,0.0352929915401067,0.0042146868213148,0.3153969099627065,0.3333333333333333,Team_00#13,stable,Team_00
39,11,0,0.1578947368421052,0.0418169170137215,0.0020295253557075,0.3062596999482669,0.3333333333333333,Team_00#39,stable,Team_00
155,11,0,0.1578947368421052,0.0370273849698545,0.0047708357600133,0.3153969099627065,0.0,Team_00#155,stable,Team_00
225,11,0,0.1578947368421052,0.0371404787464124,0.0048347000066771,0.3201730665224445,0.0,Team_00#225,stable,Team_00
229,11,0,0.1578947368421052,0.0462375789883806,0.0022449779403367,0.3140583554376658,0.0,Team_00#229,stable,Team_00
272,11,0,0.1578947368421052,0.0338671492920915,0.0049267951853235,0.3186221743810549,0.3333333333333333,Team_00#272,stable,Team_00
438,11,0,0.1578947368421052,0.041910991388794,0.0034265265994466,0.3127311146328579,0.3333333333333333,Team_00#438,stable,Team_00
470,11,0,0.1578947368421052,0.0369999336139687,0.0057888067399149,0.3250961010433827,0.0,Team_00#470,stable,Team_00
549,11,0,0.1578947368421052,0.0440315475206766,0.0025104585345335,0.306576903158985,0.0,Team_00#549,stable,Team_00
559,11,0,0.1578947368421052,0.0368393075049505,0.0062616497876617,0.3159018143009605,0.0,Team_00#559,stable,Team_00
607,11,0,0.1578947368421052,0.0400126157894989,0.0048483895013745,0.3159018143009605,0.3333333333333333,Team_00#607,stable,Team_00
