node,x_pos,y_pos
0,-0.17828619605394758,0.14264212586502079
1,0.06460835815587586,0.2424809907349923
2,-0.0710754179827833,-0.0960667232254891
3,-0.5014722808525146,-0.2630767458361958
4,0.1525205356878915,-0.2665844895656101
5,-0.4363222923147028,0.15272266144926694
6,0.6136068759328988,-0.21214259693659504
7,0.2437514377373212,0.004868972733676986
8,0.40122905592771513,0.37787931851411144
9,-0.22425668677823404,1.0
10,0.18056329092567475,-0.6321799501316051
11,-0.24486668038519668,-0.4505435636015712
