node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
387,6,0,0.1506352087114337,0.0252616302752308,0.0007898114850202,0.2900538951494365,0.0,Team_00#387,stable,Team_00
635,6,0,0.1506352087114337,0.0277828378035309,0.0007983445729405,0.2843419788664745,1.0,Team_00#635,incoming,Team_00
118,8,0,0.1506352087114337,0.0274054851953798,0.0033622869582424,0.3067357512953368,0.0,Team_00#118,stable,Team_00
132,8,0,0.1506352087114337,0.0292681716445089,0.0014814657829869,0.3032786885245901,0.0,Team_00#132,stable,Team_00
141,8,0,0.1506352087114337,0.0344820814604964,0.0033411647711001,0.3124010554089709,0.0,Team_00#141,stable,Team_00
143,8,0,0.1506352087114337,0.0331640059671191,0.0008113319590071,0.2955566650024963,0.6666666666666666,Team_00#143,stable,Team_00
215,8,0,0.1506352087114337,0.0256791655942698,0.0026740115503714,0.2883584997564539,0.0,Team_00#215,stable,Team_00
259,8,0,0.1506352087114337,0.034761950628047,0.0015990938434707,0.2946739671478347,0.0,Team_00#259,stable,Team_00
456,8,0,0.1506352087114337,0.0288751147989538,0.0020802759647677,0.2979365878208354,0.0,Team_00#456,stable,Team_00
525,8,0,0.1506352087114337,0.0292615082370997,0.0024833445532929,0.3089770354906054,0.0,Team_00#525,stable,Team_00
177,9,0,0.1506352087114337,0.0381728758304303,0.0032736561259142,0.3177670424047236,0.0,Team_00#177,stable,Team_00
214,9,0,0.1506352087114337,0.0342492333640484,0.0019377295337729,0.2967418546365915,0.0,Team_00#214,stable,Team_00
224,9,0,0.1506352087114337,0.0346143183871084,0.0029647959672761,0.3133933298041291,0.0,Team_00#224,stable,Team_00
242,9,0,0.1506352087114337,0.0355838328299591,0.0006161870768147,0.3015792154865002,0.3333333333333333,Team_00#242,stable,Team_00
244,9,0,0.1506352087114337,0.0366894510342318,0.0056259982694495,0.3261707988980716,0.0,Team_00#244,stable,Team_00
290,9,0,0.1506352087114337,0.0317622974233854,0.0055172111156908,0.3064182194616977,0.6666666666666666,Team_00#290,stable,Team_00
498,9,0,0.1506352087114337,0.0343741647274999,0.0018088764538772,0.3057851239669421,0.0,Team_00#498,stable,Team_00
539,9,0,0.1506352087114337,0.0313308205792069,0.0030588900434444,0.3160704751735184,0.0,Team_00#539,stable,Team_00
545,9,0,0.1506352087114337,0.0304285145970631,0.0056269987264565,0.310272536687631,0.0,Team_00#545,stable,Team_00
78,10,0,0.1506352087114337,0.0365683662599012,0.0051324321585363,0.3152289669861555,0.0,Team_00#78,stable,Team_00
85,10,0,0.1506352087114337,0.0352709121593855,0.0017993044851394,0.3003551496702181,0.0,Team_00#85,stable,Team_00
130,10,0,0.1506352087114337,0.0347033603486787,0.0028296632410571,0.3042137718396711,0.0,Team_00#130,stable,Team_00
175,10,0,0.1506352087114337,0.0322313530070512,0.0010810345666809,0.2968906720160481,0.0,Team_00#175,stable,Team_00
377,10,0,0.1506352087114337,0.0421483272422825,0.0013904335266787,0.2998986828774063,0.0,Team_00#377,stable,Team_00
386,10,0,0.1506352087114337,0.0436246024682892,0.004083887236304,0.3220892274211099,0.0,Team_00#386,stable,Team_00
434,10,0,0.1506352087114337,0.0324189764058572,0.0025947188029022,0.3049974240082432,0.0,Team_00#434,stable,Team_00
485,10,0,0.1506352087114337,0.0359395947597073,0.0033741229335871,0.30546955624355,0.0,Team_00#485,stable,Team_00
497,10,0,0.1506352087114337,0.0354916338485116,0.0042476179892471,0.3057851239669421,0.0,Team_00#497,stable,Team_00
561,10,0,0.1506352087114337,0.0398892162178429,0.001727741694808,0.298989898989899,0.0,Team_00#561,stable,Team_00
76,11,0,0.1506352087114337,0.0364886890016713,0.0051351488890071,0.3219140837411637,0.0,Team_00#76,stable,Team_00
195,11,0,0.1506352087114337,0.0415190326751242,0.0059891785127155,0.3196544276457883,0.0,Team_00#195,stable,Team_00
293,11,0,0.1506352087114337,0.0392634776784814,0.0034082803278842,0.2968906720160481,0.3333333333333333,Team_00#293,outgoing,Team_00
515,11,0,0.1506352087114337,0.038992976003349,0.0057330905365524,0.3220892274211099,0.0,Team_00#515,stable,Team_00
518,11,0,0.1506352087114337,0.0406927287947212,0.0024353358788182,0.3067357512953368,0.0,Team_00#518,stable,Team_00
563,11,0,0.1506352087114337,0.0441671752855314,0.006387977477718,0.3227917121046892,0.0,Team_00#563,stable,Team_00
593,11,0,0.1506352087114337,0.0444087342466958,0.0034784377957552,0.3025038323965253,0.0,Team_00#593,stable,Team_00
66,12,0,0.1506352087114337,0.0380107399318403,0.0059708302470414,0.3196544276457883,0.0,Team_00#66,stable,Team_00
79,12,0,0.1506352087114337,0.0492580436313611,0.0030551259267946,0.3147262094630516,0.0,Team_00#79,stable,Team_00
251,12,0,0.1506352087114337,0.0391930096983136,0.0040695783528045,0.3143919277748274,0.3333333333333333,Team_00#251,stable,Team_00
298,12,0,0.1506352087114337,0.0390645264199807,0.0060961355332173,0.317426273458445,0.0,Team_00#298,stable,Team_00
385,12,0,0.1506352087114337,0.0392883902753239,0.0039644432074904,0.3167469234884965,0.3333333333333333,Team_00#385,stable,Team_00
400,12,0,0.1506352087114337,0.0497203334749772,0.0020967662453866,0.3043701799485861,0.0,Team_00#400,stable,Team_00
408,12,0,0.1506352087114337,0.0507755521360896,0.0064417666362907,0.3337091319052988,0.0,Team_00#408,stable,Team_00
475,12,0,0.1506352087114337,0.0427177182520513,0.0071301462595731,0.3249176728869374,0.0,Team_00#475,stable,Team_00
480,12,0,0.1506352087114337,0.0412639445931046,0.0054467879703507,0.3128964059196617,0.0,Team_00#480,stable,Team_00
23,13,0,0.1506352087114337,0.0476886764844518,0.0052624467202855,0.3231441048034934,0.0,Team_00#23,stable,Team_00
31,13,0,0.1506352087114337,0.0507381760283626,0.0061527809107571,0.3267108167770419,0.0,Team_00#31,stable,Team_00
210,13,0,0.1506352087114337,0.0559486887999143,0.0048567038707718,0.3104352385946513,0.0,Team_00#210,stable,Team_00
314,13,0,0.1506352087114337,0.047841606926364,0.0074879151541592,0.334274421230943,0.0,Team_00#314,stable,Team_00
538,13,0,0.1506352087114337,0.0546498222449528,0.0050565162873774,0.32,0.0,Team_00#538,stable,Team_00
551,13,0,0.1506352087114337,0.0414115029190042,0.0059373925340249,0.3213897937024972,0.3333333333333333,Team_00#551,outgoing,Team_00
644,13,0,0.1506352087114337,0.0574246847079765,0.0055217238520665,0.3234972677595628,0.3333333333333333,Team_00#644,incoming,Team_00
197,14,0,0.1506352087114337,0.0481271614691339,0.0032861757140712,0.309299895506792,0.0,Team_00#197,stable,Team_00
255,14,0,0.1506352087114337,0.0452600691110363,0.0078344934738092,0.3187937533656435,0.0,Team_00#255,stable,Team_00
501,14,0,0.1506352087114337,0.0529652850912312,0.0048445284405117,0.3194819212088505,0.0,Team_00#501,stable,Team_00
234,15,0,0.1506352087114337,0.0520852097016998,0.0095588685586516,0.3305415968732552,0.6666666666666666,Team_00#234,stable,Team_00
481,16,0,0.1506352087114337,0.0646754626401206,0.0059071698920305,0.3193096008629989,0.0,Team_00#481,stable,Team_00
445,18,0,0.1506352087114337,0.0605556287413622,0.0104572936868961,0.3307262569832402,0.0,Team_00#445,stable,Team_00
6,5,1,0.1500302480338778,0.0201682441230374,5.6690323743296807e-05,0.2761194029850746,0.0,Team_01#6,stable,Team_01
131,7,1,0.1500302480338778,0.0317875927548669,0.000685921672845,0.2957042957042957,0.0,Team_01#131,stable,Team_01
311,7,1,0.1500302480338778,0.0200999315496062,0.000534601267248,0.2879377431906614,0.0,Team_01#311,stable,Team_01
618,7,1,0.1500302480338778,0.0260214668309406,0.0008233510532851,0.2927794263105835,0.3333333333333333,Team_01#618,stable,Team_01
629,7,1,0.1500302480338778,0.0259156405523879,0.0019687426865835,0.2964446670005007,0.3333333333333333,Team_01#629,incoming,Team_01
123,8,1,0.1500302480338778,0.0266729626743086,0.0007706677175654,0.2935052057511155,0.0,Team_01#123,stable,Team_01
232,8,1,0.1500302480338778,0.0232428633869036,0.0004836811693639,0.2862669245647969,0.0,Team_01#232,stable,Team_01
241,8,1,0.1500302480338778,0.0299349477062606,0.0015985365188702,0.3009659379766141,0.0,Team_01#241,stable,Team_01
288,8,1,0.1500302480338778,0.026086429651529,0.0013476377226806,0.2952618453865336,0.0,Team_01#288,stable,Team_01
33,9,1,0.1500302480338778,0.0327390900961521,0.0024786981371941,0.3057851239669421,0.0,Team_01#33,stable,Team_01
137,9,1,0.1500302480338778,0.0368236645636255,0.0007448411537652,0.298838970217062,0.0,Team_01#137,stable,Team_01
170,9,1,0.1500302480338778,0.0343268408990855,0.0014388347307785,0.3110877561744614,0.0,Team_01#170,stable,Team_01
205,9,1,0.1500302480338778,0.028194187082943,0.0029170318825709,0.3122362869198312,0.0,Team_01#205,stable,Team_01
272,9,1,0.1500302480338778,0.0384339354886078,0.0009389069244334,0.2957042957042957,0.0,Team_01#272,stable,Team_01
367,9,1,0.1500302480338778,0.0289162907961901,0.0061113313795518,0.3201730665224445,0.6666666666666666,Team_01#367,incoming,Team_01
473,9,1,0.1500302480338778,0.0290042518203525,0.0033596161360517,0.3070539419087137,0.0,Team_01#473,stable,Team_01
477,9,1,0.1500302480338778,0.0339920866210162,0.0018386761619884,0.3073727933541018,0.0,Team_01#477,stable,Team_01
490,9,1,0.1500302480338778,0.0309919874768615,0.0051050920588317,0.3078523140925637,0.0,Team_01#490,stable,Team_01
549,9,1,0.1500302480338778,0.0288308587097722,0.0021678250758864,0.3067357512953368,0.0,Team_01#549,stable,Team_01
613,9,1,0.1500302480338778,0.0282749950862891,0.0015370242802053,0.2901960784313726,0.3333333333333333,Team_01#613,stable,Team_01
638,9,1,0.1500302480338778,0.0355432055567946,0.0019339893779224,0.299746835443038,0.3333333333333333,Team_01#638,incoming,Team_01
144,10,1,0.1500302480338778,0.0305878313162209,0.0021144124057781,0.3025038323965253,0.0,Team_01#144,stable,Team_01
150,10,1,0.1500302480338778,0.0379815747762753,0.0025692292415143,0.3119072708113804,0.3333333333333333,Team_01#150,stable,Team_01
185,10,1,0.1500302480338778,0.0411007215829013,0.0026240372655022,0.3159018143009605,0.0,Team_01#185,stable,Team_01
225,10,1,0.1500302480338778,0.0314871314668143,0.0013758625495305,0.2979365878208354,0.0,Team_01#225,stable,Team_01
323,10,1,0.1500302480338778,0.0310331671311157,0.0016416057088205,0.299746835443038,0.0,Team_01#323,stable,Team_01
327,10,1,0.1500302480338778,0.0322800211223249,0.0020327871902203,0.3062596999482669,0.0,Team_01#327,stable,Team_01
360,10,1,0.1500302480338778,0.0334417294480403,0.0045319036033935,0.3186221743810549,0.0,Team_01#360,stable,Team_01
529,10,1,0.1500302480338778,0.0331554912519615,0.0021900654338958,0.3014256619144603,0.0,Team_01#529,stable,Team_01
