node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
65,6,0,0.1447115384615384,0.0181729697236977,0.0004060064178926,0.2846958174904943,0.0,Team_00#65,incoming,Team_00
129,8,0,0.1447115384615384,0.021740185766963,0.0013432694101141,0.2958024691358025,0.0,Team_00#129,incoming,Team_00
148,8,0,0.1447115384615384,0.0258274532729897,0.002209699449647,0.309400826446281,0.0,Team_00#148,incoming,Team_00
164,8,0,0.1447115384615384,0.0314196389157987,0.0016911826069833,0.314931650893796,0.3333333333333333,Team_00#164,incoming,Team_00
329,8,0,0.1447115384615384,0.0336872336454041,0.0009897001029653,0.2996498249124562,0.0,Team_00#329,incoming,Team_00
375,8,0,0.1447115384615384,0.026402036838165,0.0009648842418688,0.2919103313840156,0.3333333333333333,Team_00#375,incoming,Team_00
79,9,0,0.1447115384615384,0.0263085712070861,0.002563628387345,0.3097207859358842,0.0,Team_00#79,incoming,Team_00
181,9,0,0.1447115384615384,0.0268262138273624,0.0027878463616103,0.3063938618925831,0.0,Team_00#181,incoming,Team_00
257,9,0,0.1447115384615384,0.0275375471253938,0.0014617898456447,0.2963879267689263,0.0,Team_00#257,incoming,Team_00
260,9,0,0.1447115384615384,0.0270918966881169,0.0019813105082715,0.3020675743822491,0.6666666666666666,Team_00#260,outandin,Team_00
270,9,0,0.1447115384615384,0.032451523086251,0.0015464367275004,0.3081275720164609,0.6666666666666666,Team_00#270,incoming,Team_00
334,9,0,0.1447115384615384,0.0307998199623784,0.003366808236458,0.3028311425682508,0.0,Team_00#334,incoming,Team_00
415,9,0,0.1447115384615384,0.0340587176526372,0.0013889993716034,0.3019153225806452,0.0,Team_00#415,incoming,Team_00
429,9,0,0.1447115384615384,0.0275436835695215,0.001641368963306,0.2968285431119921,0.6666666666666666,Team_00#429,outandin,Team_00
441,9,0,0.1447115384615384,0.0290954972528335,0.0009202041859778,0.2907766990291262,0.0,Team_00#441,incoming,Team_00
578,9,0,0.1447115384615384,0.0289857019461023,0.0012383073256412,0.299949924887331,0.0,Team_00#578,incoming,Team_00
41,10,0,0.1447115384615384,0.0322806760836023,0.0008757782627402,0.3019153225806452,0.0,Team_00#41,incoming,Team_00
80,10,0,0.1447115384615384,0.0367239613340071,0.0026549407521527,0.3111688311688311,0.0,Team_00#80,incoming,Team_00
254,10,0,0.1447115384615384,0.0330176812261903,0.0024477502992275,0.3045246568378241,0.0,Team_00#254,incoming,Team_00
273,10,0,0.1447115384615384,0.0329613174884096,0.0025842177500197,0.3054563997960224,0.0,Team_00#273,incoming,Team_00
280,10,0,0.1447115384615384,0.0358547368827093,0.0015461391375911,0.312957157784744,0.0,Team_00#280,incoming,Team_00
570,10,0,0.1447115384615384,0.0312031321092083,0.0022764380628863,0.2968285431119921,0.0,Team_00#570,incoming,Team_00
597,10,0,0.1447115384615384,0.0318883651781708,0.0029263203096167,0.3025252525252525,0.0,Team_00#597,incoming,Team_00
37,11,0,0.1447115384615384,0.0350775048119587,0.0040572879954721,0.3176033934252386,0.0,Team_00#37,incoming,Team_00
46,11,0,0.1447115384615384,0.0352795948283075,0.0016406961490885,0.3007028112449799,0.6666666666666666,Team_00#46,incoming,Team_00
151,11,0,0.1447115384615384,0.0350105131780497,0.0023121714853705,0.3059244126659857,0.0,Team_00#151,incoming,Team_00
162,11,0,0.1447115384615384,0.0288616156457997,0.0037105033909124,0.3011563599798894,0.3333333333333333,Team_00#162,incoming,Team_00
170,11,0,0.1447115384615384,0.0416280474369801,0.0031341653063696,0.310845874416191,0.6666666666666666,Team_00#170,incoming,Team_00
189,11,0,0.1447115384615384,0.0326516623398604,0.0042377823403361,0.3078108941418294,0.3333333333333333,Team_00#189,outandin,Team_00
235,11,0,0.1447115384615384,0.0343661325340183,0.0033503376484145,0.3045246568378241,0.0,Team_00#235,incoming,Team_00
241,11,0,0.1447115384615384,0.0341732041333391,0.0031635534269157,0.3106846473029045,0.3333333333333333,Team_00#241,outandin,Team_00
373,11,0,0.1447115384615384,0.034187855101598,0.0020776076704938,0.3132845188284519,0.0,Team_00#373,incoming,Team_00
423,11,0,0.1447115384615384,0.034107530918617,0.0022683092367458,0.3060807358201328,0.0,Team_00#423,incoming,Team_00
