node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
142,6,0,0.5238095238095238,0.0563451406033488,0.0,0.2468619246861924,0.0,Poland,,Russia/USSR-aligned
148,6,0,0.5238095238095238,0.0563451406033488,0.0,0.2468619246861924,0.0,Russia,,Russia/USSR-aligned
26,6,0,0.5238095238095238,0.0563451406033488,0.0,0.2468619246861924,0.0,Belarus,,Russia/USSR-aligned
39,6,0,0.5238095238095238,0.0566818774172502,0.0,0.2468619246861924,0.5,Czechoslovakia,,Russia/USSR-aligned
181,6,0,0.5238095238095238,0.0563451406033488,0.0,0.2468619246861924,0.0,Ukraine,,Russia/USSR-aligned
56,6,0,0.5238095238095238,0.1324312471264437,0.0099357101110461,0.3189189189189189,0.0,Ethiopia,,Russia/USSR-aligned
193,6,0,0.5238095238095238,0.1141953340645887,0.0005844535359438,0.2757009345794392,0.0,Yugoslavia,,Russia/USSR-aligned
80,6,0,0.5238095238095238,0.1098009842745582,0.0,0.2757009345794392,0.0,India,,Russia/USSR-aligned
150,9,0,0.5238095238095238,0.1841045869693509,0.0007208260276641,0.3089005235602094,0.0,Saudi Arabia,,Russia/USSR-aligned
166,9,0,0.5238095238095238,0.1609667840588057,0.0137597061033647,0.3352272727272727,0.0,Syria,,Russia/USSR-aligned
2,10,0,0.5238095238095238,0.1841732428853159,0.0011647324037738,0.3105263157894737,0.0,Afghanistan,,Russia/USSR-aligned
53,10,0,0.5238095238095238,0.2005519631953225,0.0037474604102307,0.3430232558139535,0.0,Egypt,,Russia/USSR-aligned
127,11,0,0.5238095238095238,0.2051171384256614,0.0842253207536667,0.3470588235294117,0.0,Namibia,,Russia/USSR-aligned
117,12,0,0.5238095238095238,0.1459644798069982,0.0359438924605493,0.2836538461538461,0.0,Myanmar (Burma),,Russia/USSR-aligned
77,15,0,0.5238095238095238,0.2026553775558502,0.1256825582366202,0.3172043010752688,0.0,Indonesia,,Russia/USSR-aligned
141,6,1,0.4327485380116959,0.1449081431922374,0.0001461133839859,0.3511904761904761,0.0,Pakistan,,El Salvador–Iran Non-Aligned
40,6,1,0.4327485380116959,0.0640692616232666,0.0131502045587375,0.3450292397660818,0.0,Cuba,,El Salvador–Iran Non-Aligned
179,6,1,0.4327485380116959,0.0933320946252958,0.015780245470485,0.3575757575757576,0.5,Taiwan,,El Salvador–Iran Non-Aligned
184,6,1,0.4327485380116959,0.1142769733030834,0.0263004091174751,0.3710691823899371,0.0,Uruguay,,El Salvador–Iran Non-Aligned
69,6,1,0.4327485380116959,0.1116062470705157,0.0005844535359438,0.3619631901840491,0.0,Greece,,El Salvador–Iran Non-Aligned
103,6,1,0.4327485380116959,0.1442643826497171,0.0001461133839859,0.3511904761904761,0.0,Liberia,,El Salvador–Iran Non-Aligned
51,7,1,0.4327485380116959,0.1138095324111278,0.032437171244886,0.375796178343949,0.0,Ecuador,,El Salvador–Iran Non-Aligned
81,7,1,0.4327485380116959,0.1480512178197993,0.044048314825638,0.3491124260355029,1.0,Iraq,,El Salvador–Iran Non-Aligned
75,8,1,0.4327485380116959,0.132144825985391,0.0005844535359438,0.3664596273291925,0.0,Haiti,,El Salvador–Iran Non-Aligned
7,9,1,0.4327485380116959,0.1735002588001781,0.0543541788427819,0.3806451612903225,0.0,Argentina,,El Salvador–Iran Non-Aligned
99,9,1,0.4327485380116959,0.1849022082147941,0.0533132949263866,0.4041095890410959,0.0,Lebanon,,El Salvador–Iran Non-Aligned
124,10,1,0.4327485380116959,0.218475154343814,0.1475452951490356,0.4097222222222222,0.0,Mexico,,El Salvador–Iran Non-Aligned
70,11,1,0.4327485380116959,0.23418383697862,0.0993974562355625,0.3806451612903225,0.0,Guatemala,,El Salvador–Iran Non-Aligned
140,12,1,0.4327485380116959,0.2287807114779376,0.0202610559127216,0.4041095890410959,0.0,Philippines,,El Salvador–Iran Non-Aligned
170,12,1,0.4327485380116959,0.1858614767044699,0.2197545295149035,0.4402985074626865,0.0,Thailand,,El Salvador–Iran Non-Aligned
187,12,1,0.4327485380116959,0.1628496286431647,0.0584453535943892,0.4068965517241379,0.0,Venezuela,,El Salvador–Iran Non-Aligned
21,13,1,0.4327485380116959,0.2310359568541617,0.0245470485096434,0.3959731543624161,0.0,Bolivia,,El Salvador–Iran Non-Aligned
82,15,1,0.4327485380116959,0.302974613136509,0.050396593470819,0.3782051282051282,0.0,Iran,,El Salvador–Iran Non-Aligned
165,17,1,0.4327485380116959,0.2968032460719991,0.153808688875901,0.4436090225563909,0.0,El Salvador,,El Salvador–Iran Non-Aligned
145,6,2,0.5777777777777777,0.0521152028138404,0.0149035651665692,0.3597560975609756,0.0,Paraguay,,Latin America
37,6,2,0.5777777777777777,0.0316531349269445,0.0023378141437755,0.3470588235294117,0.0,Colombia,,Latin America
38,6,2,0.5777777777777777,0.0942150854253868,0.004967855055523,0.3856209150326797,0.0,Costa Rica,,Latin America
138,7,2,0.5777777777777777,0.0548513207645645,0.0277615429573348,0.3664596273291925,0.0,Peru,,Latin America
137,7,2,0.5777777777777777,0.0425778533402888,0.0005844535359438,0.3511904761904761,0.0,Panama,,Latin America
22,7,2,0.5777777777777777,0.0505278361489364,0.004967855055523,0.3664596273291925,0.0,Brazil,,Latin America
130,8,2,0.5777777777777777,0.0416618625976785,0.0189947399181765,0.3554216867469879,0.0,Nicaragua,,Latin America
34,8,2,0.5777777777777777,0.0790348000380999,0.1469900642898889,0.3986486486486486,0.0,Chile,,Latin America
49,9,2,0.5777777777777777,0.0468953424889376,0.0096434833430742,0.3575757575757576,0.0,Dominican Republic,,Latin America
73,12,2,0.5777777777777777,0.1197745569337184,0.0187025131502045,0.4013605442176871,0.0,Honduras,,Latin America
132,6,3,0.5333333333333333,0.0148874911788528,0.0075978959672706,0.299492385786802,0.0,Norway,,US-aligned
14,6,3,0.5333333333333333,0.0167924965770675,0.0,0.2243346007604562,0.0,Belgium,,US-aligned
154,6,3,0.5333333333333333,0.0137464571951385,0.0017533606078316,0.2565217391304348,0.0,Sweden,,US-aligned
47,6,3,0.5333333333333333,0.0149361373677584,0.0368205727644652,0.299492385786802,0.0,Denmark,,US-aligned
194,6,3,0.5333333333333333,0.0200073004033759,0.0005844535359438,0.271889400921659,1.0,South Africa,,US-aligned
79,6,3,0.5333333333333333,0.0254517614441583,0.1087083576855639,0.3511904761904761,0.0,Israel,,US-aligned
83,7,3,0.5333333333333333,0.0337915775836915,0.1881940385739333,0.3831168831168831,0.0,Iceland,,US-aligned
106,7,3,0.5333333333333333,0.0212682910261288,0.0,0.2731481481481481,0.0,Luxembourg,,US-aligned
131,9,3,0.5333333333333333,0.0239199107594558,0.0020455873758036,0.2633928571428571,0.0,Netherlands,,US-aligned
183,9,3,0.5333333333333333,0.0301961450553421,0.0288330411065653,0.3259668508287293,0.0,United States,,US-aligned
9,10,3,0.5333333333333333,0.0298789487682673,0.0002922267679719,0.2769953051643192,0.0,Australia,,US-aligned
62,10,3,0.5333333333333333,0.0297878837162389,0.0084745762711864,0.2769953051643192,0.0,United Kingdom,,US-aligned
28,11,3,0.5333333333333333,0.0304005948491623,0.0799727255016559,0.3259668508287293,0.0,Canada,,US-aligned
60,11,3,0.5333333333333333,0.0279947889715063,0.0026300409117475,0.2783018867924528,0.0,France,,US-aligned
135,12,3,0.5333333333333333,0.0314981725582244,0.0309760374050263,0.2796208530805687,0.0,New Zealand,,US-aligned
176,16,3,0.5333333333333333,0.0550690345293455,0.1115332164426261,0.3491124260355029,0.0,Turkey,,US-aligned
