node,centrality,community,density,betwness,closeness,eign,volatility,type,name
4184,3,0,0.3526315789473684,0.0,0.11698749803795418,4.704391142499817e-05,1,incoming,Mirek Riedewald
6121,3,0,0.3526315789473684,0.0,0.11698749803795418,4.704391142499817e-05,1,incoming,Wolfgang Gatterbauer
1734,3,0,0.3526315789473684,0.0,0.11711416271751023,7.906098647312669e-05,1,incoming,Fangfang Sheng
6325,5,0,0.3526315789473684,0.0,0.11463187864125947,4.3965263253673665e-05,1,incoming,Yifan Sun 0002
2988,5,0,0.3526315789473684,0.0,0.11463187864125947,4.3965263253673665e-05,1,incoming,Joseph D. Gaggiano
4309,5,0,0.3526315789473684,0.0,0.11463187864125947,4.3965263253673665e-05,1,incoming,Neha Kumar
1040,5,0,0.3526315789473684,0.0,0.11463187864125947,4.3965263253673665e-05,1,incoming,Clio Andris
239,5,0,0.3526315789473684,0.0,0.11463187864125947,4.3965263253673665e-05,1,incoming,Andrea G. Parker
3093,5,0,0.3526315789473684,0.0,0.11991867038347277,0.00011361723759688869,1,incoming,Justin Raynor
3397,6,0,0.3526315789473684,0.005016722015695272,0.1421001585468897,0.0005074800711498152,1,incoming,Laura South
4097,7,0,0.3526315789473684,0.0,0.1387819357016839,0.0006213436362812194,1,,Michail Schwab
5301,7,0,0.3526315789473684,0.0,0.1387819357016839,0.0006213436362812194,1,incoming,Shash Sinha
1078,7,0,0.3526315789473684,0.0,0.1387819357016839,0.0006213436362812194,1,incoming,Cristina Nita-Rotaru
2532,7,0,0.3526315789473684,0.0,0.1387819357016839,0.0006213436362812194,1,,James Tompkin 0001
5655,8,0,0.3526315789473684,0.01487823063083652,0.12401586870659531,0.00011504904342300724,1,,Tarik Crnovrsanin
5175,9,0,0.3526315789473684,0.00042878529592607287,0.12015845443889406,0.00015520771310326094,1,incoming,Sara Di Bartolomeo
1309,11,0,0.3526315789473684,0.005472297526322871,0.14247450037657067,0.0006666866036960528,1,incoming,David Saffo
