node,x_pos,y_pos
0,0.5705743577830156,0.8377775157857463
1,-0.3008410886087449,0.9388438208199409
2,0.9412885460382379,0.28762242328392434
3,0.8495907291671436,0.31119183843989445
8,-0.3634775533303954,-0.9069616073629615
26,0.7742073921276573,0.5243797480100401
14,0.9220081646819402,0.21782752806434735
35,-0.9499319196424632,0.35788535662458254
53,-0.8958174402959996,-0.07122977005476179
10,-0.8846994440348019,0.5335176559890342
12,0.9297270406607426,0.05180925513319831
13,0.8298833899588614,0.5945409144986951
29,-0.7744875506731808,0.5266726764275844
16,-0.8012666575122311,0.5925682484108543
17,-0.393211474525862,-0.7645036844830558
19,-0.6525184757586916,-0.7584359460945259
20,-0.21622173820962695,0.9498771380394718
57,0.888583451174616,-0.020939314865309554
42,0.48912624767555435,-0.8133536961851424
24,0.2640842607394151,-0.7895404975824339
25,-0.4370874328071587,-0.9123137272286027
28,-0.9641034639687713,0.17669625600631123
31,-0.41864811062358986,0.7622448408952697
15,-0.6696133486198953,-0.6225410899707635
33,-0.11884049307874996,-0.965612553747327
36,-0.9834113499511106,0.015343965283354041
37,0.021596422681913648,-0.9999999999999999
38,0.12536908049565046,0.9035768931829469
39,0.6917182362410139,0.4068801529363607
40,0.6936525711140087,-0.6193079206633978
41,-0.8603792142372249,0.18711489801512823
43,-0.6839838883147971,0.6684916253972062
44,-0.6261451276905408,0.7524019773405111
45,0.26217152269214306,0.8433123118251044
46,0.9549645158119096,0.10625040803208025
47,0.21378402949439965,-0.9006679675366825
50,0.8902430721776389,-0.39934263778796736
52,0.5035691595755958,0.805258867105049
54,-0.9429166271668097,0.1047302762392388
55,0.9675403643451417,-0.02536554915279153
56,-0.855184391536017,-0.1773778891562263
58,0.843259543013288,-0.2086710381399021
59,-0.5982199319582889,-0.8359206241299143
60,-0.2929523159500847,-0.9771581352477958
61,-0.49445183644366864,0.8538947609535397
62,0.9260490372503459,0.3741091321939279
63,0.22632394776843454,0.9453180368990539
64,0.7610130099032837,0.6424089362469758
65,-0.4267291432195626,0.8783809155170635
66,-0.7295036555707516,-0.7077615371533331
67,0.721430891558376,-0.527564620852427
68,0.14785866896104694,0.9646966323734493
69,-0.5554938396185006,-0.6164168622234065
70,-0.9360923595067936,0.25820420358049495
71,-0.2735960626235224,-0.8887415938606293
72,-0.8585550109115103,0.3128648453886051
73,-0.14017169799340792,-0.8629237711497255
74,0.9404151078661148,-0.16785689580839178
75,0.6885271100529242,0.743209087826413
76,-0.9885874529814747,-0.09546722002894886
77,0.8595168230288908,0.42866571234387735
78,-0.5081835578701609,-0.8690613986082976
79,-0.7495445233550273,-0.4723995306469955
80,-0.023282113458182378,0.9650904524408978
81,0.6670898504473419,-0.718807284606379
82,0.5996286855239524,0.6736027726084792
83,-0.859738296790608,0.4659715625684058
84,0.06083118432704218,0.9775153861076707
85,0.3744673709214057,0.9020312981591901
86,0.4579217462560832,0.8878621310469675
87,0.15340114420029616,-0.9407273778353448
88,0.3014051383015299,0.9260483445569953
89,0.00175197289090199,0.9043997196049061
90,-0.15148090119130242,0.9517804281246832
91,0.8383010417663804,-0.6257046440700961
92,0.8460402404926683,-0.3618812782580971
93,0.01902428994874537,-0.7991044729216626
94,-0.5379261327039657,-0.7655373580303304
95,0.7895943033366858,-0.5314677001892432
96,-0.09201167482850008,0.9406002852947891
97,0.9554143378798434,-0.25786862731576476
98,-0.2587341806983875,0.8837393276371778
99,-0.8868970475487302,-0.2608777823574912
100,0.6005416805394965,-0.844825242522637
101,-0.8429652432208754,-0.4837039328800309
102,0.32054700714477297,-0.893678548695167
103,-0.7502524949467344,0.6483773453761452
104,-0.7008558571119972,0.753226115076692
105,-0.5691131110733227,0.8297920790357456
106,-0.8446648091433175,-0.4005095269203338
107,-0.5530595403828318,0.7393632223931123
108,-0.3612076025606201,0.8949687749701122
109,-0.9126444579421541,0.026369424643498406
110,0.9290121313177273,-0.09992001805509187
111,0.8911008639964652,-0.2827076122614076
112,-0.9446931024078231,-0.3636609147142402
113,-0.8151535216747963,-0.5640755120014184
115,0.39292587714005656,-0.8236458719005602
9,0.9723758688614565,0.17009272062458447
11,0.6951577022108115,0.6480982921109901
48,-0.758953774533572,-0.6238758370748153
49,0.5883491325126385,-0.6423294048806929
18,-0.8621946337997243,0.395897689313372
51,0.0901475596322953,-0.9697293528133768
114,0.30361899577163715,-0.9653421289070397
21,0.5984208755219049,0.7580650306529944
22,-0.04009839917329281,-0.9642594796226529
23,0.7316338331871493,-0.7734153954317335
27,-0.9120538920687411,-0.3300117761282061
30,0.45701907709310935,-0.9045337393310678
32,0.4055050017625459,0.8069555377524943
34,0.8797164228562724,0.500477419975543
4,-0.9442749940685764,-0.1808149388032282
5,0.5314881899537471,-0.7335579994015041
6,-0.19928625515935847,-0.9722577914262842
7,0.8159019952425737,-0.4526255861071034
