node,x_pos,y_pos
0,0.016951686092696896,0.2268529177302416
1,0.15677404828129582,-0.015202571374684863
2,-0.095088257376299,-0.20285497222348217
3,-1.0,0.35876560911928607
4,0.2902764253626967,0.391327637165469
5,-0.1390991227914357,0.05200831871261738
6,0.585008769450924,-0.3319526506577642
7,-0.40141242053102144,-0.29176684255800406
8,-0.17529626216209915,0.42483267938647107
9,0.25146783592165856,-0.2351481249249943
10,0.10619811425051519,-0.43840600755741305
11,0.4042191835010682,0.06154400718225802
