node,x_pos,y_pos
0,0.6266460455169274,0.8954957590194149
1,1.0,0.16534867042050214
2,-0.6136613516011029,-0.8675381962142377
3,-0.5175223365832343,-0.32162502699143997
4,0.3016341379711805,-0.6741188068725668
5,-0.6719655947517125,0.4338314245342136
6,-0.01615848988274065,0.3218011793250109
7,0.19562601999161797,-0.03539285673798768
8,-0.623586860883038,0.005817192408003196
9,-0.242716587908148,0.9768699337466609
10,0.661601187646475,-0.35083444570015615
11,-0.0998961695162231,-0.5496548269374196
