node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
465,6,0,0.137062937062937,0.0239572952377465,0.000561137275488,0.2932144626052501,0.0,Team_00#465,stable,Team_00
399,7,0,0.137062937062937,0.0277326114537289,0.0003627553363226,0.2939424031777557,0.0,Team_00#399,stable,Team_00
85,8,0,0.137062937062937,0.029302736206439,0.001785092745592,0.309299895506792,0.0,Team_00#85,stable,Team_00
110,8,0,0.137062937062937,0.0362178431575693,0.0004243027156237,0.2940884252359662,0.0,Team_00#110,stable,Team_00
138,8,0,0.137062937062937,0.0327725833439527,0.0039894920901652,0.3120716921454929,0.0,Team_00#138,stable,Team_00
209,8,0,0.137062937062937,0.0320511400829745,0.0010534562345857,0.2936507936507936,0.0,Team_00#209,stable,Team_00
323,8,0,0.137062937062937,0.0308649501367973,0.0015336809641712,0.2986881937436932,0.0,Team_00#323,stable,Team_00
66,9,0,0.137062937062937,0.0419850841647278,0.002061525144937,0.3110877561744614,0.0,Team_00#66,stable,Team_00
117,9,0,0.137062937062937,0.0291754526905941,0.0028136716905667,0.308172826652785,0.0,Team_00#117,stable,Team_00
261,9,0,0.137062937062937,0.0338461127846241,0.0050202101069989,0.3299888517279821,0.0,Team_00#261,stable,Team_00
302,9,0,0.137062937062937,0.043418798359263,0.002777882783233,0.3177670424047236,0.0,Team_00#302,stable,Team_00
315,9,0,0.137062937062937,0.0357683777368268,0.0021318263474667,0.3143919277748274,0.0,Team_00#315,stable,Team_00
334,9,0,0.137062937062937,0.0312785116995195,0.0024310231430035,0.3104352385946513,0.0,Team_00#334,stable,Team_00
347,9,0,0.137062937062937,0.036652981070285,0.0033958813188002,0.3201730665224445,0.0,Team_00#347,stable,Team_00
493,9,0,0.137062937062937,0.0347257406893492,0.0015868385606618,0.3078523140925637,0.3333333333333333,Team_00#493,stable,Team_00
509,9,0,0.137062937062937,0.0289593440874397,0.0021840637331337,0.3009659379766141,0.6666666666666666,Team_00#509,outgoing,Team_00
7,10,0,0.137062937062937,0.0362348075353919,0.003926167785876,0.3164083377872795,0.0,Team_00#7,stable,Team_00
22,10,0,0.137062937062937,0.0378277615565542,0.0041189375303764,0.3164083377872795,0.0,Team_00#22,stable,Team_00
33,10,0,0.137062937062937,0.037633615260701,0.0041946069940057,0.310272536687631,0.0,Team_00#33,stable,Team_00
37,10,0,0.137062937062937,0.0339072055692238,0.0016653035809508,0.3043701799485861,0.0,Team_00#37,stable,Team_00
51,10,0,0.137062937062937,0.0383288274078951,0.0041688723169736,0.3193096008629989,0.0,Team_00#51,stable,Team_00
56,10,0,0.137062937062937,0.0393739310521565,0.0037617800035063,0.3165775401069519,0.0,Team_00#56,stable,Team_00
142,10,0,0.137062937062937,0.0368001069258109,0.001613727659548,0.3039014373716632,0.0,Team_00#142,stable,Team_00
198,10,0,0.137062937062937,0.0389051824802558,0.0016527245028484,0.3089770354906054,0.0,Team_00#198,stable,Team_00
222,10,0,0.137062937062937,0.033668331734611,0.0015514484556602,0.3017329255861365,0.0,Team_00#222,stable,Team_00
331,10,0,0.137062937062937,0.0389253815890094,0.004586973308711,0.3213897937024972,0.3333333333333333,Team_00#331,stable,Team_00
397,10,0,0.137062937062937,0.0394114086691426,0.0025636907670947,0.310598111227702,0.0,Team_00#397,stable,Team_00
506,10,0,0.137062937062937,0.040469776000633,0.0017190444944021,0.3037455105182144,0.0,Team_00#506,stable,Team_00
609,10,0,0.137062937062937,0.0356482090702905,0.0041644345961074,0.3198271204754186,0.3333333333333333,Team_00#609,incoming,Team_00
92,11,0,0.137062937062937,0.0412782332144919,0.0033665483233987,0.325453545904343,0.0,Team_00#92,stable,Team_00
115,11,0,0.137062937062937,0.0408375664566014,0.0024631980848437,0.3112513144058885,0.3333333333333333,Team_00#115,outgoing,Team_00
120,11,0,0.137062937062937,0.0380029566129763,0.0008959517334138,0.3028132992327366,0.0,Team_00#120,stable,Team_00
158,11,0,0.137062937062937,0.0346620027343216,0.0047910122240597,0.3219140837411637,0.0,Team_00#158,stable,Team_00
165,11,0,0.137062937062937,0.0464060849776138,0.0026079356921869,0.3224400871459695,0.0,Team_00#165,stable,Team_00
181,11,0,0.137062937062937,0.0419346549474271,0.0021366957685105,0.3072132848988064,0.0,Team_00#181,stable,Team_00
256,11,0,0.137062937062937,0.0458576936883897,0.0033203128539884,0.3142250530785562,0.0,Team_00#256,stable,Team_00
318,11,0,0.137062937062937,0.0425804172173556,0.0032458967473969,0.3153969099627065,0.0,Team_00#318,stable,Team_00
392,11,0,0.137062937062937,0.0404980609917611,0.0031443121792088,0.3219140837411637,0.0,Team_00#392,stable,Team_00
515,11,0,0.137062937062937,0.0437103010314429,0.0052824212649851,0.3124010554089709,0.0,Team_00#515,stable,Team_00
571,11,0,0.137062937062937,0.0479042863764129,0.0038725144573665,0.3247394404827208,0.0,Team_00#571,stable,Team_00
618,11,0,0.137062937062937,0.0431854083529996,0.001878269866711,0.3083333333333333,0.3333333333333333,Team_00#618,incoming,Team_00
17,12,0,0.137062937062937,0.0421857973376223,0.0052050052616598,0.3187937533656435,0.0,Team_00#17,stable,Team_00
152,12,0,0.137062937062937,0.0477579490207225,0.0054071664778471,0.3086548488008342,0.0,Team_00#152,stable,Team_00
264,12,0,0.137062937062937,0.0520484096818197,0.0009565103746789,0.3083333333333333,0.3333333333333333,Team_00#264,stable,Team_00
342,12,0,0.137062937062937,0.0470563631495358,0.0051109524617871,0.3224400871459695,0.0,Team_00#342,stable,Team_00
379,12,0,0.137062937062937,0.046757529933604,0.0042260710718119,0.3122362869198312,0.6666666666666666,Team_00#379,outgoing,Team_00
410,12,0,0.137062937062937,0.0547655746334765,0.0041040804421172,0.3217391304347826,0.0,Team_00#410,stable,Team_00
504,12,0,0.137062937062937,0.0426837952703104,0.0049242411495852,0.327796234772979,0.0,Team_00#504,stable,Team_00
529,12,0,0.137062937062937,0.0461995219618872,0.0041262252938255,0.3222645617855199,0.0,Team_00#529,stable,Team_00
140,13,0,0.137062937062937,0.0507828766340003,0.0058603637449714,0.321215409658166,0.0,Team_00#140,stable,Team_00
