node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
59,6,0,0.2983870967741935,0.000132279496424,0.0,0.2423076923076923,0.3333333333333333,Micronesia (Federated States of),,US-aligned
79,6,0,0.2983870967741935,0.0001232180476298,0.116514690982776,0.2423076923076923,0.0,Israel,,US-aligned
114,6,0,0.2983870967741935,0.0014342385801911,0.4009906563098052,0.2863636363636364,0.3333333333333333,Marshall Islands,,US-aligned
144,6,0,0.2983870967741935,0.0001249523070086,0.0,0.2423076923076923,0.3333333333333333,Palau,,US-aligned
176,6,0,0.2983870967741935,1.7146941595182665e-05,0.0104581785432849,0.1827852998065764,0.0,Turkey,,US-aligned
181,6,0,0.2983870967741935,1.1846314774406793e-05,0.0020375999099403,0.1597633136094674,0.0,Ukraine,,US-aligned
183,6,0,0.2983870967741935,0.0001113453966746,0.0713722841382415,0.2398477157360406,0.0,United States,,US-aligned
45,7,0,0.2983870967741935,2.6492485061338097e-05,0.0115350332894414,0.2123595505617977,0.3333333333333333,Germany,,US-aligned
64,7,0,0.2983870967741935,1.953685442210859e-05,7.963452478996657e-05,0.1593591905564924,0.3333333333333333,Georgia,,US-aligned
74,8,0,0.2983870967741935,2.293604777659556e-05,0.0001879487641765,0.1589571068124474,0.3333333333333333,Croatia,,US-aligned
78,8,0,0.2983870967741935,1.8734490180366316e-05,0.0013014143140839,0.1611253196930946,0.3333333333333333,Ireland,,US-aligned
110,8,0,0.2983870967741935,1.8921385797731063e-05,0.0043179275913149,0.1820809248554913,0.3333333333333333,Monaco,,US-aligned
120,8,0,0.2983870967741935,1.990299869680159e-05,0.0001079674055069,0.1605777400169923,0.3333333333333333,Malta,,US-aligned
159,8,0,0.2983870967741935,1.8478438849484213e-05,0.000349821712933,0.1604414261460101,0.3333333333333333,San Marino,,US-aligned
142,9,0,0.2983870967741935,3.6950495340377165e-05,0.0162022659560831,0.2102335928809788,0.0,Poland,,US-aligned
76,10,0,0.2983870967741935,3.830798725106516e-05,0.0193608428883007,0.2125984251968504,0.3333333333333333,Hungary,,US-aligned
84,10,0,0.2983870967741935,3.308729894701202e-05,0.0002465255948358,0.1833171677982541,0.3333333333333333,Italy,,US-aligned
8,11,0,0.2983870967741935,3.116137613723078e-05,0.0140620403511674,0.1833171677982541,0.3333333333333333,Austria,,US-aligned
9,11,0,0.2983870967741935,0.0001158061478028,0.1857303007885581,0.250996015936255,0.0,Australia,,US-aligned
32,11,0,0.2983870967741935,3.2805624734447587e-05,0.0058129148425289,0.1822565091610414,0.3333333333333333,Switzerland,incoming,US-aligned
69,11,0,0.2983870967741935,3.0368524545006685e-05,0.0024420611710109,0.1629310344827586,0.0,Greece,,US-aligned
101,11,0,0.2983870967741935,3.3737479893782325e-05,0.011260488422698,0.1831395348837209,0.3333333333333333,Liechtenstein,,US-aligned
111,11,0,0.2983870967741935,2.145207184236673e-05,0.0029603140179108,0.1619537275064267,0.3333333333333333,Moldova,,US-aligned
156,11,0,0.2983870967741935,3.480390201494264e-05,0.0002595752065902,0.1829622458857696,0.3333333333333333,Slovenia,,US-aligned
143,13,0,0.2983870967741935,4.036993867232001e-05,0.0005560323076513,0.1836734693877551,0.3333333333333333,Portugal,,US-aligned
4,14,0,0.2983870967741935,5.629096624758869e-05,0.1163044847568657,0.2133182844243792,0.3333333333333333,Albania,,US-aligned
157,14,0,0.2983870967741935,3.973814301912145e-05,0.0012803470408946,0.184390243902439,0.3333333333333333,Slovakia,,US-aligned
193,14,0,0.2983870967741935,2.9443910356620615e-05,0.0038992487007863,0.1856581532416503,0.0,Yugoslavia,,US-aligned
11,16,0,0.2983870967741935,4.1008698372800166e-05,0.0015733900599903,0.1836734693877551,0.3333333333333333,Bosnia & Herzegovina,,US-aligned
115,17,0,0.2983870967741935,4.187352132888345e-05,0.0104370598647135,0.184390243902439,0.3333333333333333,North Macedonia,,US-aligned
147,17,0,0.2983870967741935,4.4690031285167525e-05,0.004819008185757,0.1860236220472441,0.3333333333333333,Romania,,US-aligned
0,19,0,0.2983870967741935,5.459477110042318e-05,0.0128278987665211,0.1860236220472441,0.3333333333333333,Andorra,,US-aligned
82,6,1,0.198780487804878,0.0298960716903487,0.0010368814792698,0.2617728531855955,0.0,Iran,,China-aligned
94,6,1,0.198780487804878,0.0477366820168851,0.0021419033492058,0.2684659090909091,0.3333333333333333,North Korea,,China-aligned
96,6,1,0.198780487804878,0.049936536686315,0.0011732064956891,0.2771260997067448,0.3333333333333333,Kuwait,,China-aligned
108,6,1,0.198780487804878,0.0446903431292455,0.0006251143715794,0.2677053824362606,0.3333333333333333,Libya,,China-aligned
122,6,1,0.198780487804878,0.0477862140515817,0.0028039459739093,0.2751091703056768,0.3333333333333333,Maldives,,China-aligned
150,6,1,0.198780487804878,0.0454278237893402,0.0016634628478301,0.2755102040816326,0.0,Saudi Arabia,,China-aligned
153,6,1,0.198780487804878,0.0414246116914122,0.0003018799501683,0.2448186528497409,0.3333333333333333,Sudan,,China-aligned
155,6,1,0.198780487804878,0.0641034229576328,0.0001301050553823,0.282089552238806,0.3333333333333333,Singapore,,China-aligned
166,6,1,0.198780487804878,0.0324593991581418,0.0004870976324155,0.2392405063291139,0.0,Syria,,China-aligned
192,6,1,0.198780487804878,0.0521087289274177,0.0004143548849682,0.2719424460431655,0.3333333333333333,Yemen,,China-aligned
194,6,1,0.198780487804878,0.0710301316492276,0.0006568401629411,0.2872340425531915,0.6666666666666666,South Africa,,China-aligned
13,7,1,0.198780487804878,0.0436447218881265,0.0006862726078842,0.2483574244415243,0.3333333333333333,Bangladesh,,China-aligned
