node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
32,6,0,0.226063829787234,0.0129041757186947,0.0013048446914525,0.3036565977742448,0.3333333333333333,Switzerland,,Kiribati–Andorra Non-Aligned
60,6,0,0.226063829787234,0.0116536954275911,0.000385781206944,0.3012618296529968,0.0,France,,Kiribati–Andorra Non-Aligned
62,6,0,0.226063829787234,0.0112579709769623,0.0242215486359878,0.3012618296529968,0.0,United Kingdom,,Kiribati–Andorra Non-Aligned
69,6,0,0.226063829787234,0.0084869732287538,0.0008266740148801,0.2448717948717948,0.0,Greece,,Kiribati–Andorra Non-Aligned
84,6,0,0.226063829787234,0.0131806481201278,0.0,0.3022151898734177,0.3333333333333333,Italy,,Kiribati–Andorra Non-Aligned
87,6,0,0.226063829787234,0.0083075982461457,0.0007991182143841,0.245186136071887,0.3333333333333333,Japan,,Kiribati–Andorra Non-Aligned
105,6,0,0.226063829787234,0.011604937351215,0.0031193166161477,0.3007874015748031,0.3333333333333333,Lithuania,,Kiribati–Andorra Non-Aligned
135,6,0,0.226063829787234,0.0115390172819906,0.0319184489617115,0.2998430141287284,0.0,New Zealand,,Kiribati–Andorra Non-Aligned
142,6,0,0.226063829787234,0.012102392396316,0.0015808904056355,0.3007874015748031,0.0,Poland,,Kiribati–Andorra Non-Aligned
176,6,0,0.226063829787234,0.0064708080367954,0.0012675668228162,0.2430025445292621,0.0,Turkey,,Kiribati–Andorra Non-Aligned
193,6,0,0.226063829787234,0.0079923015581816,0.000385781206944,0.245186136071887,0.0,Yugoslavia,,Kiribati–Andorra Non-Aligned
11,7,0,0.226063829787234,0.0132874290752828,0.0036216123822902,0.304140127388535,0.3333333333333333,Bosnia & Herzegovina,,Kiribati–Andorra Non-Aligned
16,7,0,0.226063829787234,0.0150248220330968,0.0043143051492458,0.3046251993620414,0.3333333333333333,Bulgaria,,Kiribati–Andorra Non-Aligned
55,7,0,0.226063829787234,0.0138294616530127,0.0069499068947952,0.3026941362916006,0.3333333333333333,Spain,,Kiribati–Andorra Non-Aligned
101,7,0,0.226063829787234,0.0130961683310093,0.0035706775084014,0.3036565977742448,0.3333333333333333,Liechtenstein,,Kiribati–Andorra Non-Aligned
115,7,0,0.226063829787234,0.0127408716249705,0.0002127449110088,0.3036565977742448,0.3333333333333333,North Macedonia,,Kiribati–Andorra Non-Aligned
181,7,0,0.226063829787234,0.0140379785448369,0.0240929549003398,0.3026941362916006,0.0,Ukraine,,Kiribati–Andorra Non-Aligned
43,8,0,0.226063829787234,0.0150796303920861,0.0034238300813114,0.3012618296529968,0.3333333333333333,Czechia,,Kiribati–Andorra Non-Aligned
154,8,0,0.226063829787234,0.0108291532197564,0.0001788502670288,0.2461340206185567,0.0,Sweden,,Kiribati–Andorra Non-Aligned
4,9,0,0.226063829787234,0.0128858934331456,0.0010685289001569,0.248051948051948,0.3333333333333333,Albania,,Kiribati–Andorra Non-Aligned
120,9,0,0.226063829787234,0.0121526646901211,0.000338378669186,0.2464516129032258,0.3333333333333333,Malta,,Kiribati–Andorra Non-Aligned
132,9,0,0.226063829787234,0.0153562192949902,0.0001640811428511,0.2483745123537061,0.0,Norway,,Kiribati–Andorra Non-Aligned
106,10,0,0.226063829787234,0.0194196857956713,0.0051194359704908,0.3065810593900481,0.0,Luxembourg,,Kiribati–Andorra Non-Aligned
111,10,0,0.226063829787234,0.0125792401160317,0.0022575522328718,0.2496732026143791,0.3333333333333333,Moldova,,Kiribati–Andorra Non-Aligned
131,10,0,0.226063829787234,0.0154397451874406,0.0005252267138401,0.2490221642764015,0.0,Netherlands,,Kiribati–Andorra Non-Aligned
8,11,0,0.226063829787234,0.0153176447580877,0.0004686154836214,0.2477302204928664,0.3333333333333333,Austria,,Kiribati–Andorra Non-Aligned
14,11,0,0.226063829787234,0.0213271015759307,0.0037830915448716,0.3065810593900481,0.0,Belgium,,Kiribati–Andorra Non-Aligned
107,11,0,0.226063829787234,0.0152687437724691,0.0010727449581128,0.2493472584856396,0.3333333333333333,Latvia,,Kiribati–Andorra Non-Aligned
112,11,0,0.226063829787234,0.0145516416592987,0.0031798772092241,0.2496732026143791,0.3333333333333333,Montenegro,incoming,Kiribati–Andorra Non-Aligned
159,11,0,0.226063829787234,0.0202636027387003,0.0010537216985274,0.3065810593900481,0.3333333333333333,San Marino,,Kiribati–Andorra Non-Aligned
45,12,0,0.226063829787234,0.0138558561882129,0.0013920322352397,0.2490221642764015,0.3333333333333333,Germany,,Kiribati–Andorra Non-Aligned
83,12,0,0.226063829787234,0.0210072337902724,0.0079980484596081,0.3075684380032206,0.0,Iceland,,Kiribati–Andorra Non-Aligned
110,12,0,0.226063829787234,0.0159264872771608,0.0008837324764577,0.2493472584856396,0.3333333333333333,Monaco,,Kiribati–Andorra Non-Aligned
76,13,0,0.226063829787234,0.0184976090874298,0.00215985131278,0.2516469038208169,0.3333333333333333,Hungary,,Kiribati–Andorra Non-Aligned
143,13,0,0.226063829787234,0.0189222735779247,0.0009025507501551,0.2506561679790026,0.3333333333333333,Portugal,,Kiribati–Andorra Non-Aligned
147,13,0,0.226063829787234,0.0195696866987107,0.0014645286017504,0.2516469038208169,0.3333333333333333,Romania,,Kiribati–Andorra Non-Aligned
156,13,0,0.226063829787234,0.0196364950225508,0.0004956851807104,0.2503276539973788,0.3333333333333333,Slovenia,,Kiribati–Andorra Non-Aligned
64,14,0,0.226063829787234,0.0238649372350408,0.0129174244970607,0.3080645161290322,0.3333333333333333,Georgia,,Kiribati–Andorra Non-Aligned
74,14,0,0.226063829787234,0.0238628188369343,0.0039899420377333,0.308562197092084,0.3333333333333333,Croatia,,Kiribati–Andorra Non-Aligned
95,14,0,0.226063829787234,0.0172732721213097,0.0017372458386272,0.2493472584856396,0.3333333333333333,South Korea,,Kiribati–Andorra Non-Aligned
42,15,0,0.226063829787234,0.0174058407244023,0.0021353949131394,0.2496732026143791,0.3333333333333333,Cyprus,,Kiribati–Andorra Non-Aligned
47,15,0,0.226063829787234,0.0183425966038709,0.0015774209755963,0.2493472584856396,0.0,Denmark,,Kiribati–Andorra Non-Aligned
78,15,0,0.226063829787234,0.0229578520179478,0.0151980394575971,0.3090614886731391,0.3333333333333333,Ireland,,Kiribati–Andorra Non-Aligned
157,16,0,0.226063829787234,0.0230740377448352,0.0013672735864739,0.2513157894736842,0.3333333333333333,Slovakia,,Kiribati–Andorra Non-Aligned
52,17,0,0.226063829787234,0.0263435187761669,0.0155595895944476,0.3090614886731391,0.3333333333333333,Estonia,,Kiribati–Andorra Non-Aligned
57,23,0,0.226063829787234,0.0279679322525053,0.0060448636524211,0.2539893617021276,0.3333333333333333,Finland,,Kiribati–Andorra Non-Aligned
0,29,0,0.226063829787234,0.0380045480458912,0.0058469539334432,0.2560321715817694,0.3333333333333333,Andorra,,Kiribati–Andorra Non-Aligned
91,42,0,0.226063829787234,0.0828577384750917,0.3924674596439485,0.4089935760171306,0.3333333333333333,Kiribati,incoming,Kiribati–Andorra Non-Aligned
79,6,1,0.75,0.008078500665857,0.0,0.2942989214175655,0.0,Israel,,US-aligned
134,6,1,0.75,0.024719692641862,0.0844677137870855,0.3767258382642998,0.3333333333333333,Nauru,,US-aligned
183,6,1,0.75,0.0071105907596816,0.000110223201984,0.2938461538461538,0.0,United States,,US-aligned
144,7,1,0.75,0.0095551270452189,0.0,0.2952086553323029,0.3333333333333333,Palau,,US-aligned
59,8,1,0.75,0.0116765347892019,0.0,0.3172757475083056,0.3333333333333333,Micronesia (Federated States of),,US-aligned
114,8,1,0.75,0.0110729029501918,0.0214935243868834,0.3172757475083056,0.3333333333333333,Marshall Islands,,US-aligned
9,10,1,0.75,0.0134636743116954,0.0284926977128685,0.3036565977742448,0.0,Australia,,US-aligned
28,10,1,0.75,0.0136196569391645,0.0094240837696335,0.3012618296529968,0.0,Canada,,US-aligned
99,6,2,0.2424242424242424,0.0358245170548006,0.0005488525274238,0.2952086553323029,0.0,Lebanon,,Lesotho–Mozambique Non-Aligned
130,6,2,0.2424242424242424,0.0546287662062969,0.0008764747205653,0.3447653429602888,0.0,Nicaragua,,Lesotho–Mozambique Non-Aligned
187,6,2,0.2424242424242424,0.0568533310859813,0.0008800773921208,0.3485401459854014,0.0,Venezuela,,Lesotho–Mozambique Non-Aligned
195,6,2,0.2424242424242424,0.068991525843822,0.0005570224755418,0.3576779026217228,0.3333333333333333,Zambia,,Lesotho–Mozambique Non-Aligned
21,7,2,0.2424242424242424,0.0627463392210468,0.0006636741301377,0.3485401459854014,0.0,Bolivia,,Lesotho–Mozambique Non-Aligned
102,7,2,0.2424242424242424,0.0694098075222293,0.0016083771220931,0.3530499075785582,0.3333333333333333,Sri Lanka,,Lesotho–Mozambique Non-Aligned
127,8,2,0.2424242424242424,0.07080188924044,0.0012492243442457,0.3543599257884972,0.0,Namibia,,Lesotho–Mozambique Non-Aligned
54,9,2,0.2424242424242424,0.0495986039591227,0.0025277394949876,0.30173775671406,0.3333333333333333,Eritrea,,Lesotho–Mozambique Non-Aligned
90,9,2,0.2424242424242424,0.0750892224754373,0.0020962116911077,0.3576779026217228,0.3333333333333333,Cambodia,,Lesotho–Mozambique Non-Aligned
97,9,2,0.2424242424242424,0.0736565926749579,0.0018373715980741,0.3537037037037037,0.3333333333333333,Kazakhstan,,Lesotho–Mozambique Non-Aligned
123,9,2,0.2424242424242424,0.0576930338802162,0.0032639251144195,0.3392539964476021,0.3333333333333333,Malawi,,Lesotho–Mozambique Non-Aligned
129,9,2,0.2424242424242424,0.0630469081279892,0.0013633789358167,0.3386524822695035,0.3333333333333333,Nigeria,,Lesotho–Mozambique Non-Aligned
61,10,2,0.2424242424242424,0.0612845914749051,0.0027589277936235,0.3392539964476021,0.3333333333333333,Gabon,,Lesotho–Mozambique Non-Aligned
171,10,2,0.2424242424242424,0.0522839370629905,0.0022805986466507,0.3031746031746031,0.3333333333333333,Tajikistan,,Lesotho–Mozambique Non-Aligned
174,10,2,0.2424242424242424,0.0593831384326682,0.0023367108098174,0.335676625659051,0.3333333333333333,Tunisia,,Lesotho–Mozambique Non-Aligned
167,12,2,0.2424242424242424,0.0744277742820561,0.0040993379539244,0.3472727272727273,0.3333333333333333,Eswatini,,Lesotho–Mozambique Non-Aligned
116,13,2,0.2424242424242424,0.0954592422141571,0.0042364928330607,0.3624288425047438,0.3333333333333333,Mali,,Lesotho–Mozambique Non-Aligned
170,13,2,0.2424242424242424,0.108014924573227,0.005828037622747,0.3687258687258687,0.0,Thailand,,Lesotho–Mozambique Non-Aligned
173,13,2,0.2424242424242424,0.087479553021474,0.0071693256514007,0.3570093457943925,0.3333333333333333,Turkmenistan,,Lesotho–Mozambique Non-Aligned
126,16,2,0.2424242424242424,0.0840704816503509,0.0146300787367184,0.3797216699801193,0.3333333333333333,Mozambique,,Lesotho–Mozambique Non-Aligned
169,16,2,0.2424242424242424,0.0997199050891923,0.0092004970247457,0.3673076923076923,0.3333333333333333,Togo,,Lesotho–Mozambique Non-Aligned
