node,centrality,community,density,eign,betwness,closeness,volatility,name,type,anchor_name
60,6,0,0.2294172062904718,0.0001115867235783,0.0,0.1728172817281728,0.0,France,outgoing,Portugal–Romania Non-Aligned
62,6,0,0.2294172062904718,9.809413229860412e-05,0.0166884816753926,0.1977342945417095,0.0,United Kingdom,outgoing,Portugal–Romania Non-Aligned
69,6,0,0.2294172062904718,0.0001074095366087,0.0004079053350225,0.2025316455696202,0.0,Greece,outgoing,Portugal–Romania Non-Aligned
87,6,0,0.2294172062904718,0.0001181372672011,0.0021269633507853,0.2027455121436114,0.3333333333333333,Japan,outgoing,Portugal–Romania Non-Aligned
135,6,0,0.2294172062904718,5.6946370796307145e-05,6.544502617801046e-05,0.1700620017714791,0.0,New Zealand,outgoing,Portugal–Romania Non-Aligned
176,6,0,0.2294172062904718,0.0001045743964541,0.0093259162303664,0.2018927444794952,0.0,Turkey,outgoing,Portugal–Romania Non-Aligned
193,6,0,0.2294172062904718,7.732389794124602e-05,0.00021815008726,0.1985522233712512,0.0,Yugoslavia,outgoing,Portugal–Romania Non-Aligned
55,7,0,0.2294172062904718,0.0001671917978263,0.0002790412890672,0.1756633119853614,0.3333333333333333,Spain,outgoing,Portugal–Romania Non-Aligned
74,7,0,0.2294172062904718,0.0001467159769548,0.0002566834434471,0.200836820083682,0.3333333333333333,Croatia,outgoing,Portugal–Romania Non-Aligned
181,7,0,0.2294172062904718,0.0001127673607817,0.0099803664921465,0.2016806722689075,0.0,Ukraine,outgoing,Portugal–Romania Non-Aligned
76,8,0,0.2294172062904718,0.0001960106678371,0.0009380689845349,0.1743869209809264,0.3333333333333333,Hungary,outgoing,Portugal–Romania Non-Aligned
106,8,0,0.2294172062904718,0.0002183104323197,0.0001260206307653,0.2014690451206715,0.0,Luxembourg,outgoing,Portugal–Romania Non-Aligned
112,8,0,0.2294172062904718,0.0001894039111699,0.0004337856309387,0.2031746031746031,0.3333333333333333,Montenegro,outgoing,Portugal–Romania Non-Aligned
131,8,0,0.2294172062904718,0.0001997176128212,0.0002520648708475,0.2027455121436114,0.0,Netherlands,outgoing,Portugal–Romania Non-Aligned
154,8,0,0.2294172062904718,0.0001396512511292,0.0034415182594435,0.2010471204188481,0.0,Sweden,outgoing,Portugal–Romania Non-Aligned
32,9,0,0.2294172062904718,0.0001169217380833,0.0011184087509349,0.1997918834547346,0.3333333333333333,Switzerland,outgoing,Portugal–Romania Non-Aligned
42,9,0,0.2294172062904718,0.000123649790305,0.0012683356463822,0.2004175365344467,0.3333333333333333,Cyprus,outgoing,Portugal–Romania Non-Aligned
45,9,0,0.2294172062904718,0.0003396293791735,0.0268771315278186,0.237037037037037,0.3333333333333333,Germany,outgoing,Portugal–Romania Non-Aligned
47,9,0,0.2294172062904718,0.0002900946703256,0.0217111859986533,0.2406015037593984,0.0,Denmark,outgoing,Portugal–Romania Non-Aligned
78,9,0,0.2294172062904718,9.831236067333492e-05,0.0003308887137551,0.1739130434782608,0.3333333333333333,Ireland,outgoing,Portugal–Romania Non-Aligned
159,9,0,0.2294172062904718,0.0001090554496599,0.0025862898442528,0.2004175365344467,0.3333333333333333,San Marino,outgoing,Portugal–Romania Non-Aligned
43,10,0,0.2294172062904718,0.0002872096434518,0.0632440204780093,0.2388059701492537,0.3333333333333333,Czechia,outgoing,Portugal–Romania Non-Aligned
52,10,0,0.2294172062904718,0.0002313860768628,0.0011707191271981,0.2014690451206715,0.3333333333333333,Estonia,outgoing,Portugal–Romania Non-Aligned
84,10,0,0.2294172062904718,0.0002680180042339,0.0013094415704036,0.2016806722689075,0.3333333333333333,Italy,outgoing,Portugal–Romania Non-Aligned
120,10,0,0.2294172062904718,0.0001145565623914,0.0028226191054512,0.2006269592476489,0.3333333333333333,Malta,outgoing,Portugal–Romania Non-Aligned
0,11,0,0.2294172062904718,0.0002205617236694,0.001045816146753,0.2040382571732199,0.3333333333333333,Andorra,outgoing,Portugal–Romania Non-Aligned
4,11,0,0.2294172062904718,0.0002675468128022,0.001617036159739,0.2018927444794952,0.3333333333333333,Albania,outgoing,Portugal–Romania Non-Aligned
8,11,0,0.2294172062904718,0.0001270170710196,0.0033244094754664,0.2006269592476489,0.3333333333333333,Austria,outgoing,Portugal–Romania Non-Aligned
57,11,0,0.2294172062904718,0.0002971047188591,0.0517922482320978,0.24,0.3333333333333333,Finland,outgoing,Portugal–Romania Non-Aligned
83,11,0,0.2294172062904718,0.0002292510170999,0.0013718912401831,0.1758241758241758,0.0,Iceland,outgoing,Portugal–Romania Non-Aligned
105,11,0,0.2294172062904718,0.0002688383885771,0.0004334271270853,0.2031746031746031,0.3333333333333333,Lithuania,outgoing,Portugal–Romania Non-Aligned
107,11,0,0.2294172062904718,0.0002570801121639,0.0004214125328326,0.20231822971549,0.3333333333333333,Latvia,outgoing,Portugal–Romania Non-Aligned
110,11,0,0.2294172062904718,0.0002442634398802,0.0007841932948281,0.2025316455696202,0.3333333333333333,Monaco,outgoing,Portugal–Romania Non-Aligned
11,12,0,0.2294172062904718,0.0002057117441774,0.0010009428235623,0.2044728434504792,0.3333333333333333,Bosnia & Herzegovina,outgoing,Portugal–Romania Non-Aligned
16,12,0,0.2294172062904718,0.0002697683371301,0.0005478518506169,0.20231822971549,0.3333333333333333,Bulgaria,outgoing,Portugal–Romania Non-Aligned
101,12,0,0.2294172062904718,0.0001460482816987,0.0044298864979755,0.2014690451206715,0.3333333333333333,Liechtenstein,outgoing,Portugal–Romania Non-Aligned
64,13,0,0.2294172062904718,0.0002238687769252,0.0034843337708913,0.2046908315565032,0.3333333333333333,Georgia,outgoing,Portugal–Romania Non-Aligned
95,14,0,0.2294172062904718,0.0002694576736494,0.0018933670950195,0.1772853185595568,0.3333333333333333,South Korea,outgoing,Portugal–Romania Non-Aligned
14,15,0,0.2294172062904718,0.0003629319609643,0.0008705930336182,0.2036055143160127,0.0,Belgium,outgoing,Portugal–Romania Non-Aligned
111,15,0,0.2294172062904718,0.0002498063773995,0.0061289517976721,0.2053475935828877,0.3333333333333333,Moldova,outgoing,Portugal–Romania Non-Aligned
132,15,0,0.2294172062904718,0.0002794380073158,0.0024940136001523,0.2051282051282051,0.0,Norway,outgoing,Portugal–Romania Non-Aligned
142,15,0,0.2294172062904718,0.0003366353116223,0.001140047295152,0.2031746031746031,0.0,Poland,outgoing,Portugal–Romania Non-Aligned
157,15,0,0.2294172062904718,0.0004496069457835,0.0537157122194753,0.2430379746835443,0.3333333333333333,Slovakia,outgoing,Portugal–Romania Non-Aligned
115,17,0,0.2294172062904718,0.0003752725020145,0.1193080673508114,0.2433460076045627,0.3333333333333333,North Macedonia,outgoing,Portugal–Romania Non-Aligned
156,19,0,0.2294172062904718,0.000425640243376,0.0059559849297251,0.2062298603651987,0.3333333333333333,Slovenia,outgoing,Portugal–Romania Non-Aligned
147,21,0,0.2294172062904718,0.0004436322404458,0.0041461993365934,0.2060085836909871,0.3333333333333333,Romania,outgoing,Portugal–Romania Non-Aligned
143,22,0,0.2294172062904718,0.0004893558721303,0.0059776001660684,0.2068965517241379,0.3333333333333333,Portugal,outgoing,Portugal–Romania Non-Aligned
21,6,1,0.2096774193548387,0.0310251548731227,0.0016462189774613,0.2738944365192582,0.0,Bolivia,outgoing,Russia/USSR-aligned
50,6,1,0.2096774193548387,0.0499723429404578,0.0003078650383303,0.2819383259911894,0.3333333333333333,Algeria,outgoing,Russia/USSR-aligned
90,6,1,0.2096774193548387,0.0555284449262193,0.0008474760201691,0.2940275650842266,0.3333333333333333,Cambodia,outgoing,Russia/USSR-aligned
94,6,1,0.2096774193548387,0.0224525586647267,0.0086987347294938,0.2577181208053691,0.3333333333333333,North Korea,outgoing,Russia/USSR-aligned
