node,x_pos,y_pos
0,0.4957260311697822,-0.24479839036645354
1,0.03603883093641211,0.9999999999999999
2,0.047193758685259775,-0.03950516854428545
3,-0.08320602011000466,0.1548312274242274
4,-0.39103908925921765,0.22352881753263673
5,0.29234310686021037,-0.006241984791494216
6,0.03312616866335685,-0.24978902608150394
7,-0.4710313442435727,-0.12852997746767875
8,-0.20226675805086367,-0.15874924562250123
9,0.17730024311063877,0.2219110508450203
10,-0.1395314648015293,-0.4316721283615799
11,0.2053465370395292,-0.34098517456638927
